stopword,id,created_at,updated_at
mendapat,401,"2021-09-17 03:15:34","2021-09-17 03:15:34"
mendapatkan,402,"2021-09-17 03:15:38","2021-09-17 03:15:38"
mendatang,403,"2021-09-17 03:15:49","2021-09-17 03:15:49"
mendatangi,404,"2021-09-17 03:15:53","2021-09-17 03:15:53"
mendatangkan,405,"2021-09-17 03:16:00","2021-09-17 03:16:00"
menegaskan,406,"2021-09-17 03:16:02","2021-09-17 03:16:02"
mengakhiri,407,"2021-09-17 03:16:04","2021-09-17 03:16:04"
mengapa,408,"2021-09-17 03:16:08","2021-09-17 03:16:08"
mengatakan,409,"2021-09-17 03:16:11","2021-09-17 03:16:11"
mengatakannya,410,"2021-09-17 03:16:17","2021-09-17 03:16:17"
mengenai,411,"2021-09-17 03:16:20","2021-09-17 03:16:20"
mengerjakan,412,"2021-09-17 03:16:25","2021-09-17 03:16:25"
mengetahui,413,"2021-09-17 03:16:35","2021-09-17 03:16:35"
menggunakan,414,"2021-09-17 03:16:38","2021-09-17 03:16:38"
menghendaki,415,"2021-09-17 03:16:41","2021-09-17 03:16:41"
mengibaratkan,416,"2021-09-17 03:16:49","2021-09-17 03:16:49"
mengibaratkannya,417,"2021-09-17 03:16:53","2021-09-17 03:16:53"
mengingat,418,"2021-09-17 03:17:03","2021-09-17 03:17:03"
mengingatkan,419,"2021-09-17 03:17:06","2021-09-17 03:17:06"
menginginkan,420,"2021-09-17 03:17:13","2021-09-17 03:17:13"
mengira,421,"2021-09-17 03:17:15","2021-09-17 03:17:15"
mengucapkan,422,"2021-09-17 03:17:19","2021-09-17 03:17:19"
mengucapkannya,423,"2021-09-17 03:17:25","2021-09-17 03:17:25"
mengungkapkan,424,"2021-09-17 03:17:29","2021-09-17 03:17:29"
menjadi,425,"2021-09-17 03:17:31","2021-09-17 03:17:31"
menjawab,426,"2021-09-17 03:17:35","2021-09-17 03:17:35"
menjelaskan,427,"2021-09-17 03:17:40","2021-09-17 03:17:40"
menuju,428,"2021-09-17 03:17:42","2021-09-17 03:17:42"
menunjuk,429,"2021-09-17 03:17:49","2021-09-17 03:17:49"
menunjuki,430,"2021-09-17 03:17:53","2021-09-17 03:17:53"
menunjukkan,431,"2021-09-17 03:17:57","2021-09-17 03:17:57"
menunjuknya,432,"2021-09-17 03:18:06","2021-09-17 03:18:06"
menurut,433,"2021-09-17 03:18:09","2021-09-17 03:18:09"
menuturkan,434,"2021-09-17 03:18:18","2021-09-17 03:18:18"
menyampaikan,435,"2021-09-17 03:18:23","2021-09-17 03:18:23"
menyangkut,436,"2021-09-17 03:18:27","2021-09-17 03:18:27"
menyatakan,437,"2021-09-17 03:18:46","2021-09-17 03:18:46"
menyebutkan,438,"2021-09-17 03:18:49","2021-09-17 03:18:49"
menyeluruh,439,"2021-09-17 03:18:59","2021-09-17 03:18:59"
menyiapkan,440,"2021-09-17 03:19:04","2021-09-17 03:19:04"
merasa,441,"2021-09-17 03:19:13","2021-09-17 03:19:13"
mereka,442,"2021-09-17 03:19:16","2021-09-17 03:19:16"
merekalah,443,"2021-09-17 03:19:19","2021-09-17 03:19:19"
merupakan,444,"2021-09-17 03:19:21","2021-09-17 03:19:21"
meski,445,"2021-09-17 03:19:23","2021-09-17 03:19:23"
meskipun,446,"2021-09-17 03:19:27","2021-09-17 03:19:27"
meyakini,447,"2021-09-17 03:19:33","2021-09-17 03:19:33"
meyakinkan,448,"2021-09-17 03:19:36","2021-09-17 03:19:36"
minta,449,"2021-09-17 03:19:38","2021-09-17 03:19:38"
mirip,450,"2021-09-17 03:19:40","2021-09-17 03:19:40"
misal,451,"2021-09-17 03:19:42","2021-09-17 03:19:42"
misalkan,452,"2021-09-17 03:19:44","2021-09-17 03:19:44"
misalnya,453,"2021-09-17 03:19:46","2021-09-17 03:19:46"
mula,454,"2021-09-17 03:19:48","2021-09-17 03:19:48"
mulai,455,"2021-09-17 03:19:50","2021-09-17 03:19:50"
mulailah,456,"2021-09-17 03:19:52","2021-09-17 03:19:52"
mulanya,457,"2021-09-17 03:19:54","2021-09-17 03:19:54"
mungkin,458,"2021-09-17 03:19:57","2021-09-17 03:19:57"
mungkinkah,459,"2021-09-17 03:20:01","2021-09-17 03:20:01"
nah,460,"2021-09-17 03:20:02","2021-09-17 03:20:02"
naik,461,"2021-09-17 03:20:05","2021-09-17 03:20:05"
namun,462,"2021-09-17 03:20:09","2021-09-17 03:20:09"
nanti,463,"2021-09-17 03:20:11","2021-09-17 03:20:11"
nantinya,464,"2021-09-17 03:20:14","2021-09-17 03:20:14"
nyaris,465,"2021-09-17 03:20:18","2021-09-17 03:20:18"
nyatanya,466,"2021-09-17 03:20:22","2021-09-17 03:20:22"
oleh,467,"2021-09-17 03:20:23","2021-09-17 03:20:23"
olehnya,468,"2021-09-17 03:20:28","2021-09-17 03:20:28"
pada,469,"2021-09-17 03:20:30","2021-09-17 03:20:30"
padahal,470,"2021-09-17 03:20:33","2021-09-17 03:20:33"
padanya,471,"2021-09-17 03:20:35","2021-09-17 03:20:35"
pak,472,"2021-09-17 03:20:37","2021-09-17 03:20:37"
paling,473,"2021-09-17 03:20:38","2021-09-17 03:20:38"
panjang,474,"2021-09-17 03:20:40","2021-09-17 03:20:40"
pantas,475,"2021-09-17 03:20:42","2021-09-17 03:20:42"
para,476,"2021-09-17 03:20:46","2021-09-17 03:20:46"
pasti,477,"2021-09-17 03:20:48","2021-09-17 03:20:48"
pastilah,478,"2021-09-17 03:20:50","2021-09-17 03:20:50"
penting,479,"2021-09-17 03:20:53","2021-09-17 03:20:53"
pentingnya,480,"2021-09-17 03:20:57","2021-09-17 03:20:57"
per,481,"2021-09-17 03:20:58","2021-09-17 03:20:58"
percuma,482,"2021-09-17 03:21:01","2021-09-17 03:21:01"
perlu,483,"2021-09-17 03:21:27","2021-09-17 03:21:27"
perlukah,484,"2021-09-17 03:21:33","2021-09-17 03:21:33"
perlunya,485,"2021-09-17 03:21:36","2021-09-17 03:21:36"
pernah,486,"2021-09-17 03:21:39","2021-09-17 03:21:39"
persoalan,487,"2021-09-17 03:21:43","2021-09-17 03:21:43"
pertama,488,"2021-09-17 03:21:45","2021-09-17 03:21:45"
pertama-tama,489,"2021-09-17 03:21:51","2021-09-17 03:21:51"
pertanyaan,490,"2021-09-17 03:21:55","2021-09-17 03:21:55"
pertanyakan,491,"2021-09-17 03:22:07","2021-09-17 03:22:07"
pihak,492,"2021-09-17 03:22:12","2021-09-17 03:22:12"
pihaknya,493,"2021-09-17 03:22:15","2021-09-17 03:22:15"
pukul,494,"2021-09-17 03:22:20","2021-09-17 03:22:20"
pula,495,"2021-09-17 03:22:22","2021-09-17 03:22:22"
pun,496,"2021-09-17 03:22:23","2021-09-17 03:22:23"
punya,497,"2021-09-17 03:22:25","2021-09-17 03:22:25"
rasa,498,"2021-09-17 03:22:27","2021-09-17 03:22:27"
rasanya,499,"2021-09-17 03:22:30","2021-09-17 03:22:30"
rata,500,"2021-09-17 03:22:32","2021-09-17 03:22:32"
rupanya,501,"2021-09-17 03:22:35","2021-09-17 03:22:35"
saat,502,"2021-09-17 03:22:37","2021-09-17 03:22:37"
saatnya,503,"2021-09-17 03:22:39","2021-09-17 03:22:39"
saja,504,"2021-09-17 03:22:40","2021-09-17 03:22:40"
sajalah,505,"2021-09-17 03:22:43","2021-09-17 03:22:43"
saling,506,"2021-09-17 03:22:46","2021-09-17 03:22:46"
sama,507,"2021-09-17 03:22:47","2021-09-17 03:22:47"
sama-sama,508,"2021-09-17 03:22:51","2021-09-17 03:22:51"
sampaikan,509,"2021-09-17 03:22:54","2021-09-17 03:22:54"
sana,510,"2021-09-17 03:22:56","2021-09-17 03:22:56"
sangat,511,"2021-09-17 03:22:58","2021-09-17 03:22:58"
sangatlah,512,"2021-09-17 03:23:02","2021-09-17 03:23:02"
satu,513,"2021-09-17 03:23:04","2021-09-17 03:23:04"
saya,514,"2021-09-17 03:23:07","2021-09-17 03:23:07"
sayalah,515,"2021-09-17 03:23:12","2021-09-17 03:23:12"
se,516,"2021-09-17 03:23:13","2021-09-17 03:23:13"
sebab,517,"2021-09-17 03:23:16","2021-09-17 03:23:16"
sebabnya,518,"2021-09-17 03:23:19","2021-09-17 03:23:19"
sebagian,519,"2021-09-17 03:23:22","2021-09-17 03:23:22"
sebagaimana,520,"2021-09-17 03:23:28","2021-09-17 03:23:28"
sebagainya,521,"2021-09-17 03:23:44","2021-09-17 03:23:44"
sebaik,523,"2021-09-17 03:24:00","2021-09-17 03:24:00"
sebaik-baiknya,524,"2021-09-17 03:24:04","2021-09-17 03:24:04"
sebaiknya,525,"2021-09-17 03:24:08","2021-09-17 03:24:08"
sebaliknya,526,"2021-09-17 03:24:11","2021-09-17 03:24:11"
sebanyak,527,"2021-09-17 03:24:14","2021-09-17 03:24:14"
sebegini,528,"2021-09-17 03:24:17","2021-09-17 03:24:17"
sebegitu,529,"2021-09-17 03:24:20","2021-09-17 03:24:20"
sebelum,530,"2021-09-17 03:24:21","2021-09-17 03:24:21"
sebelumnya,531,"2021-09-17 03:24:24","2021-09-17 03:24:24"
sebenarnya,532,"2021-09-17 03:24:28","2021-09-17 03:24:28"
seberapa,533,"2021-09-17 03:24:30","2021-09-17 03:24:30"
sebesar,534,"2021-09-17 03:24:32","2021-09-17 03:24:32"
sebetulnya,535,"2021-09-17 03:24:37","2021-09-17 03:24:37"
sebisanya,536,"2021-09-17 03:24:39","2021-09-17 03:24:39"
sebuah,537,"2021-09-17 03:24:40","2021-09-17 03:24:40"
sebut,538,"2021-09-17 03:24:44","2021-09-17 03:24:44"
sebutlah,539,"2021-09-17 03:24:47","2021-09-17 03:24:47"
sebutnya,540,"2021-09-17 03:24:49","2021-09-17 03:24:49"
secara,541,"2021-09-17 03:24:51","2021-09-17 03:24:51"
secukupnya,542,"2021-09-17 03:24:54","2021-09-17 03:24:54"
sedang,543,"2021-09-17 03:24:56","2021-09-17 03:24:56"
sedangkan,544,"2021-09-17 03:24:58","2021-09-17 03:24:58"
sedemikian,545,"2021-09-17 03:25:04","2021-09-17 03:25:04"
sedikit,546,"2021-09-17 03:25:11","2021-09-17 03:25:11"
sedikitnya,547,"2021-09-17 03:25:14","2021-09-17 03:25:14"
seenaknya,548,"2021-09-17 03:25:17","2021-09-17 03:25:17"
segala,549,"2021-09-17 03:25:22","2021-09-17 03:25:22"
segalanya,550,"2021-09-17 03:25:28","2021-09-17 03:25:28"
segera,551,"2021-09-17 03:25:29","2021-09-17 03:25:29"
seharusnya,552,"2021-09-17 03:25:32","2021-09-17 03:25:32"
sehingga,553,"2021-09-17 03:25:36","2021-09-17 03:25:36"
seingat,554,"2021-09-17 03:25:40","2021-09-17 03:25:40"
sejak,555,"2021-09-17 03:25:43","2021-09-17 03:25:43"
sejauh,556,"2021-09-17 03:25:45","2021-09-17 03:25:45"
sejenak,557,"2021-09-17 03:25:47","2021-09-17 03:25:47"
sejumlah,558,"2021-09-17 03:25:49","2021-09-17 03:25:49"
sekedar,559,"2021-09-17 03:25:51","2021-09-17 03:25:51"
sekadarnya,560,"2021-09-17 03:25:58","2021-09-17 03:25:58"
sekali,561,"2021-09-17 03:26:01","2021-09-17 03:26:01"
sekali-kali,562,"2021-09-17 03:26:06","2021-09-17 03:26:06"
sekalian,563,"2021-09-17 03:26:17","2021-09-17 03:26:17"
sekaligus,564,"2021-09-17 03:26:19","2021-09-17 03:26:19"
sekalipun,565,"2021-09-17 03:26:23","2021-09-17 03:26:23"
sekarang,566,"2021-09-17 03:26:25","2021-09-17 03:26:25"
sekecil,567,"2021-09-17 03:26:36","2021-09-17 03:26:36"
seketika,568,"2021-09-17 03:26:38","2021-09-17 03:26:38"
sekiranya,569,"2021-09-17 03:26:42","2021-09-17 03:26:42"
sekitar,570,"2021-09-17 03:26:45","2021-09-17 03:26:45"
sekitarnya,571,"2021-09-17 03:26:49","2021-09-17 03:26:49"
sekurang-kurangnya,572,"2021-09-17 03:26:55","2021-09-17 03:26:55"
sekurangnya,573,"2021-09-17 03:26:57","2021-09-17 03:26:57"
sela,574,"2021-09-17 03:26:59","2021-09-17 03:26:59"
selain,575,"2021-09-17 03:27:01","2021-09-17 03:27:01"
selaku,576,"2021-09-17 03:27:03","2021-09-17 03:27:03"
selalu,577,"2021-09-17 03:27:06","2021-09-17 03:27:06"
selama,578,"2021-09-17 03:27:08","2021-09-17 03:27:08"
selama-lamanya,579,"2021-09-17 03:27:16","2021-09-17 03:27:16"
selamanya,580,"2021-09-17 03:27:19","2021-09-17 03:27:19"
selanjutnya,581,"2021-09-17 03:27:24","2021-09-17 03:27:24"
seluruh,582,"2021-09-17 03:27:27","2021-09-17 03:27:27"
seluruhnya,583,"2021-09-17 03:27:31","2021-09-17 03:27:31"
semacam,584,"2021-09-17 03:27:34","2021-09-17 03:27:34"
semakin,585,"2021-09-17 03:27:35","2021-09-17 03:27:35"
semampu,586,"2021-09-17 03:27:38","2021-09-17 03:27:38"
semampunya,587,"2021-09-17 03:27:40","2021-09-17 03:27:40"
semasa,588,"2021-09-17 03:27:42","2021-09-17 03:27:42"
semasih,589,"2021-09-17 03:27:45","2021-09-17 03:27:45"
semata,590,"2021-09-17 03:27:48","2021-09-17 03:27:48"
semata-mata,591,"2021-09-17 03:27:57","2021-09-17 03:27:57"
semaunya,592,"2021-09-17 03:28:00","2021-09-17 03:28:00"
sementara,593,"2021-09-17 03:28:03","2021-09-17 03:28:03"
semisal,594,"2021-09-17 03:28:05","2021-09-17 03:28:05"
semisalnya,595,"2021-09-17 03:28:07","2021-09-17 03:28:07"
sempat,596,"2021-09-17 03:28:09","2021-09-17 03:28:09"
semua,597,"2021-09-17 03:28:11","2021-09-17 03:28:11"
semuanya,598,"2021-09-17 03:28:13","2021-09-17 03:28:13"
semula,599,"2021-09-17 03:28:18","2021-09-17 03:28:18"
sendiri,600,"2021-09-17 03:28:21","2021-09-17 03:28:21"
sendirian,601,"2021-09-17 03:28:26","2021-09-17 03:28:26"
sendirinya,602,"2021-09-17 03:28:32","2021-09-17 03:28:32"
seolah,603,"2021-09-17 03:28:34","2021-09-17 03:28:34"
seolah-olah,604,"2021-09-17 03:28:43","2021-09-17 03:28:43"
seorang,605,"2021-09-17 03:28:45","2021-09-17 03:28:45"
sepanjang,606,"2021-09-17 03:28:48","2021-09-17 03:28:48"
sepantasnya,607,"2021-09-17 03:28:51","2021-09-17 03:28:51"
sepantasnyalah,608,"2021-09-17 03:28:57","2021-09-17 03:28:57"
seperlunya,609,"2021-09-17 03:29:01","2021-09-17 03:29:01"
seperti,610,"2021-09-17 03:29:05","2021-09-17 03:29:05"
sepertinya,611,"2021-09-17 03:29:07","2021-09-17 03:29:07"
sepihak,612,"2021-09-17 03:29:09","2021-09-17 03:29:09"
sering,613,"2021-09-17 03:29:11","2021-09-17 03:29:11"
seringnya,614,"2021-09-17 03:29:46","2021-09-17 03:29:46"
serta,615,"2021-09-17 03:29:48","2021-09-17 03:29:48"
serupa,616,"2021-09-17 03:29:55","2021-09-17 03:29:55"
sesaat,617,"2021-09-17 03:29:58","2021-09-17 03:29:58"
sesama,618,"2021-09-17 03:30:01","2021-09-17 03:30:01"
sesampai,619,"2021-09-17 03:30:04","2021-09-17 03:30:04"
sesegera,620,"2021-09-17 03:30:28","2021-09-17 03:30:28"
sesekali,621,"2021-09-17 03:30:34","2021-09-17 03:30:34"
seseorang,622,"2021-09-17 03:30:37","2021-09-17 03:30:37"
sesuatu,623,"2021-09-17 03:30:40","2021-09-17 03:30:40"
sesuatunya,624,"2021-09-17 03:30:43","2021-09-17 03:30:43"
sesudah,625,"2021-09-17 03:30:45","2021-09-17 03:30:45"
sesudahnya,626,"2021-09-17 03:30:53","2021-09-17 03:30:53"
setelah,627,"2021-09-17 03:30:55","2021-09-17 03:30:55"
setempat,628,"2021-09-17 03:30:59","2021-09-17 03:30:59"
setengah,629,"2021-09-17 03:31:03","2021-09-17 03:31:03"
seterusnya,630,"2021-09-17 03:31:06","2021-09-17 03:31:06"
setiap,631,"2021-09-17 03:31:08","2021-09-17 03:31:08"
setiba,632,"2021-09-17 03:31:11","2021-09-17 03:31:11"
setibanya,633,"2021-09-17 03:31:14","2021-09-17 03:31:14"
setidak-tidaknya,634,"2021-09-17 03:31:20","2021-09-17 03:31:20"
setidaknya,635,"2021-09-17 03:31:24","2021-09-17 03:31:24"
setinggi,636,"2021-09-17 03:31:29","2021-09-17 03:31:29"
seusai,637,"2021-09-17 03:31:32","2021-09-17 03:31:32"
sewaktu,638,"2021-09-17 03:31:38","2021-09-17 03:31:38"
siap,639,"2021-09-17 03:31:40","2021-09-17 03:31:40"
siapa,640,"2021-09-17 03:31:42","2021-09-17 03:31:42"
siapakah,641,"2021-09-17 03:31:44","2021-09-17 03:31:44"
siapapun,642,"2021-09-17 03:31:48","2021-09-17 03:31:48"
sini,643,"2021-09-17 03:31:50","2021-09-17 03:31:50"
sinilah,644,"2021-09-17 03:31:53","2021-09-17 03:31:53"
soal,645,"2021-09-17 03:31:55","2021-09-17 03:31:55"
soalnya,646,"2021-09-17 03:32:42","2021-09-17 03:32:42"
suatu,647,"2021-09-17 03:32:44","2021-09-17 03:32:44"
sudah,648,"2021-09-17 03:32:46","2021-09-17 03:32:46"
sudahkah,649,"2021-09-17 03:32:50","2021-09-17 03:32:50"
sudahlah,650,"2021-09-17 03:32:54","2021-09-17 03:32:54"
supaya,651,"2021-09-17 03:32:56","2021-09-17 03:32:56"
tadi,652,"2021-09-17 03:32:58","2021-09-17 03:32:58"
tadinya,653,"2021-09-17 03:33:01","2021-09-17 03:33:01"
tahu,654,"2021-09-17 03:33:02","2021-09-17 03:33:02"
tahun,655,"2021-09-17 03:33:06","2021-09-17 03:33:06"
tak,656,"2021-09-17 03:33:08","2021-09-17 03:33:08"
tambah,657,"2021-09-17 03:33:10","2021-09-17 03:33:10"
tambahnya,658,"2021-09-17 03:33:14","2021-09-17 03:33:14"
tampak,659,"2021-09-17 03:33:17","2021-09-17 03:33:17"
tampaknya,660,"2021-09-17 03:33:20","2021-09-17 03:33:20"
tandas,661,"2021-09-17 03:33:25","2021-09-17 03:33:25"
tandasnya,662,"2021-09-17 03:33:33","2021-09-17 03:33:33"
tanpa,663,"2021-09-17 03:33:36","2021-09-17 03:33:36"
tanya,664,"2021-09-17 03:33:39","2021-09-17 03:33:39"
tanyakan,665,"2021-09-17 03:33:42","2021-09-17 03:33:42"
tanyanya,666,"2021-09-17 03:33:46","2021-09-17 03:33:46"
tapi,667,"2021-09-17 03:33:48","2021-09-17 03:33:48"
tegas,668,"2021-09-17 03:33:51","2021-09-17 03:33:51"
tegasnya,669,"2021-09-17 03:33:54","2021-09-17 03:33:54"
telah,670,"2021-09-17 03:33:56","2021-09-17 03:33:56"
tempat,671,"2021-09-17 03:34:00","2021-09-17 03:34:00"
tengah,672,"2021-09-17 03:34:04","2021-09-17 03:34:04"
tentang,673,"2021-09-17 03:34:07","2021-09-17 03:34:07"
tentu,674,"2021-09-17 03:34:10","2021-09-17 03:34:10"
tentulah,675,"2021-09-17 03:34:12","2021-09-17 03:34:12"
tentunya,676,"2021-09-17 03:34:15","2021-09-17 03:34:15"
tepat,677,"2021-09-17 03:34:18","2021-09-17 03:34:18"
terakhir,678,"2021-09-17 03:34:22","2021-09-17 03:34:22"
terasa,679,"2021-09-17 03:34:24","2021-09-17 03:34:24"
terbanyak,681,"2021-09-17 03:34:41","2021-09-17 03:34:41"
terdahulu,682,"2021-09-17 03:34:45","2021-09-17 03:34:45"
terdapat,683,"2021-09-17 03:34:49","2021-09-17 03:34:49"
terdiri,684,"2021-09-17 03:34:52","2021-09-17 03:34:52"
terhadap,685,"2021-09-17 03:34:56","2021-09-17 03:34:56"
terhadapnya,686,"2021-09-17 03:35:02","2021-09-17 03:35:02"
teringat,687,"2021-09-17 03:35:04","2021-09-17 03:35:04"
teringat-ingat,688,"2021-09-17 03:35:08","2021-09-17 03:35:08"
terjadi,689,"2021-09-17 03:35:19","2021-09-17 03:35:19"
terjadilah,690,"2021-09-17 03:35:21","2021-09-17 03:35:21"
terjadinya,691,"2021-09-17 03:35:24","2021-09-17 03:35:24"
terkira,692,"2021-09-17 03:35:27","2021-09-17 03:35:27"
terlalu,693,"2021-09-17 03:35:30","2021-09-17 03:35:30"
terlebih,694,"2021-09-17 03:35:33","2021-09-17 03:35:33"
terlihat,695,"2021-09-17 03:35:38","2021-09-17 03:35:38"
termasuk,696,"2021-09-17 03:35:41","2021-09-17 03:35:41"
ternyata,697,"2021-09-17 03:35:44","2021-09-17 03:35:44"
tersampaikan,698,"2021-09-17 03:35:48","2021-09-17 03:35:48"
tersebut,699,"2021-09-17 03:35:51","2021-09-17 03:35:51"
tersebutlah,700,"2021-09-17 03:35:54","2021-09-17 03:35:54"
tertentu,701,"2021-09-17 03:35:57","2021-09-17 03:35:57"
tertuju,702,"2021-09-17 03:36:00","2021-09-17 03:36:00"
terus,703,"2021-09-17 03:36:04","2021-09-17 03:36:04"
terutama,704,"2021-09-17 03:36:07","2021-09-17 03:36:07"
tetap,705,"2021-09-17 03:36:11","2021-09-17 03:36:11"
tetapi,706,"2021-09-17 03:36:14","2021-09-17 03:36:14"
tiap,707,"2021-09-17 03:36:18","2021-09-17 03:36:18"
tiba,708,"2021-09-17 03:36:19","2021-09-17 03:36:19"
tiba-tiba,709,"2021-09-17 03:36:23","2021-09-17 03:36:23"
tidak,710,"2021-09-17 03:36:25","2021-09-17 03:36:25"
tidakkah,711,"2021-09-17 03:36:27","2021-09-17 03:36:27"
tidaklah,712,"2021-09-17 03:36:30","2021-09-17 03:36:30"
tiga,713,"2021-09-17 03:36:31","2021-09-17 03:36:31"
tinggi,714,"2021-09-17 03:36:33","2021-09-17 03:36:33"
toh,715,"2021-09-17 03:36:35","2021-09-17 03:36:35"
tunjuk,716,"2021-09-17 03:36:39","2021-09-17 03:36:39"
turut,717,"2021-09-17 03:36:41","2021-09-17 03:36:41"
tutur,718,"2021-09-17 03:36:44","2021-09-17 03:36:44"
tuturnya,719,"2021-09-17 03:36:47","2021-09-17 03:36:47"
ucap,720,"2021-09-17 03:36:50","2021-09-17 03:36:50"
ucapnya,721,"2021-09-17 03:36:53","2021-09-17 03:36:53"
ujar,722,"2021-09-17 03:36:56","2021-09-17 03:36:56"
uajrnya,723,"2021-09-17 03:37:00","2021-09-17 03:37:00"
umum,724,"2021-09-17 03:37:02","2021-09-17 03:37:02"
umumnya,725,"2021-09-17 03:37:04","2021-09-17 03:37:04"
ungkap,726,"2021-09-17 03:37:06","2021-09-17 03:37:06"
ungkapnya,727,"2021-09-17 03:37:10","2021-09-17 03:37:10"
untuk,728,"2021-09-17 03:37:11","2021-09-17 03:37:11"
usah,729,"2021-09-17 03:37:13","2021-09-17 03:37:13"
usai,730,"2021-09-17 03:37:14","2021-09-17 03:37:14"
waduh,731,"2021-09-17 03:37:23","2021-09-17 03:37:23"
wah,732,"2021-09-17 03:37:25","2021-09-17 03:37:25"
wahai,733,"2021-09-17 03:37:27","2021-09-17 03:37:27"
waktu,734,"2021-09-17 03:37:28","2021-09-17 03:37:28"
waktunya,735,"2021-09-17 03:37:30","2021-09-17 03:37:30"
walau,736,"2021-09-17 03:37:32","2021-09-17 03:37:32"
walaupun,737,"2021-09-17 03:37:36","2021-09-17 03:37:36"
wong,738,"2021-09-17 03:37:38","2021-09-17 03:37:38"
yaitu,739,"2021-09-17 03:37:39","2021-09-17 03:37:39"
yakni,740,"2021-09-17 03:37:42","2021-09-17 03:37:42"
yakin,741,"2021-09-17 03:37:46","2021-09-17 03:37:46"
yang,742,"2021-09-17 03:37:48","2021-09-17 03:37:48"
